,row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,cost,price,profit,quantity,sales
8000,8003,CA-2016-110870,2016-12-12,2016-12-15,first class,KD-16270,Karen Daniels,consumer,United States,Los Angeles,California,90032,West,OFF-SU-10001225,office supplies,supplies,Staple Remover,334.77,313.9,-20.87,4,1255.617204
8001,8004,CA-2015-143210,2015-12-01,2015-12-03,first class,AA-10645,Anna Andreadi,consumer,United States,Lowell,Massachusetts,1852,East,TEC-PH-10004434,technology,phones,Cisco Ip Phone 7961G Voip Phone - Dark Gray,765.36,286.84,-478.53,25,7170.8971
8002,8005,CA-2015-143210,2015-12-01,2015-12-03,first class,AA-10645,Anna Andreadi,consumer,United States,Lowell,Massachusetts,1852,East,FUR-FU-10003878,furniture,furnishings,"Linden 10"" Round Wall Clock, Black",851.96,705.0,-146.95,20,14100.09131
8003,8006,CA-2015-143210,2015-12-01,2015-12-03,first class,AA-10645,Anna Andreadi,consumer,United States,Lowell,Massachusetts,1852,East,FUR-FU-10002268,furniture,furnishings,Ultra Door Push Plate,857.99,618.3,-239.69,21,12984.26334
8004,8007,CA-2017-139808,2017-10-07,2017-10-11,standard class,MC-18100,Mick Crebagga,consumer,United States,Marysville,Washington,98270,West,OFF-FA-10001883,office supplies,fasteners,"Alliance Super-Size Bands, Assorted Sizes",523.75,397.38,-126.36,14,5563.363804
8005,8008,CA-2016-110863,2016-11-17,2016-11-24,standard class,AA-10645,Anna Andreadi,consumer,United States,Oklahoma City,Oklahoma,73120,Central,OFF-ST-10002756,office supplies,storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",614.66,939.85,325.18,10,9398.45094
8006,8009,CA-2016-110863,2016-11-17,2016-11-24,standard class,AA-10645,Anna Andreadi,consumer,United States,Oklahoma City,Oklahoma,73120,Central,OFF-PA-10000474,office supplies,paper,Easy-Staple Paper,716.54,427.61,-288.93,22,9407.376792
8007,8010,CA-2016-110863,2016-11-17,2016-11-24,standard class,AA-10645,Anna Andreadi,consumer,United States,Oklahoma City,Oklahoma,73120,Central,FUR-CH-10002073,furniture,chairs,Hon Olson Stacker Chairs,144.51,714.29,569.78,6,4285.731446
8008,8011,CA-2015-127859,2015-03-17,2015-03-20,second class,QJ-19255,Quincy Jones,corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10003641,office supplies,paper,Xerox 1909,241.05,720.99,479.94,18,12977.87194
8009,8012,US-2016-136427,2016-06-20,2016-06-23,first class,JM-16195,Justin Mackendrick,consumer,United States,Aurora,Colorado,80013,West,TEC-PH-10002070,technology,phones,Griffin Gc36547 Powerjolt Se Lightning Charger,459.35,909.85,450.5,2,1819.69975
8010,8013,CA-2018-120168,2018-05-25,2018-05-25,same day,TB-21625,Trudy Brown,consumer,United States,New York City,New York,10009,East,OFF-BI-10004519,office supplies,binders,Gbc Docubind P100 Manual Binding Machine,116.09,369.72,253.64,16,5915.570564
8011,8014,CA-2018-120168,2018-05-25,2018-05-25,same day,TB-21625,Trudy Brown,consumer,United States,New York City,New York,10009,East,TEC-AC-10002167,technology,accessories,Imation 8Gb Micro Traveldrive Usb 2.0 Flash Drive,119.18,133.87,14.69,14,1874.235369
8012,8015,CA-2018-120168,2018-05-25,2018-05-25,same day,TB-21625,Trudy Brown,consumer,United States,New York City,New York,10009,East,OFF-FA-10000936,office supplies,fasteners,Acco Hot Clips Clips To Go,264.94,544.01,279.07,12,6528.117939
8013,8016,CA-2018-120168,2018-05-25,2018-05-25,same day,TB-21625,Trudy Brown,consumer,United States,New York City,New York,10009,East,FUR-FU-10000732,furniture,furnishings,Eldon 200 Class Desk Accessories,600.79,676.4,75.6,22,14880.69264
8014,8017,US-2015-131870,2015-09-09,2015-09-11,first class,NF-18595,Nicole Fjeld,home office,United States,Lancaster,Ohio,43130,East,FUR-FU-10002501,furniture,furnishings,Nu-Dell Executive Frame,579.36,358.78,-220.57,16,5740.521981
8015,8018,US-2015-131870,2015-09-09,2015-09-11,first class,NF-18595,Nicole Fjeld,home office,United States,Lancaster,Ohio,43130,East,OFF-AR-10000634,office supplies,art,Newell 320,384.31,791.06,406.75,6,4746.346699
8016,8019,CA-2018-114804,2018-10-17,2018-10-19,second class,BF-11020,Barry Französisch,corporate,United States,Modesto,California,95351,West,TEC-PH-10001700,technology,phones,Panasonic Kx-Tg6844B Expandable Digital Cordless Telephone,707.79,137.81,-569.98,1,137.8055382
8017,8020,CA-2018-167227,2018-11-02,2018-11-05,first class,NP-18670,Nora Paige,consumer,United States,Saint Louis,Missouri,63116,Central,OFF-AP-10001962,office supplies,appliances,Black & Decker Filter For Double Action Dustbuster Cordless Vac Bldv7210,458.51,215.08,-243.44,16,3441.268363
8018,8021,CA-2018-167227,2018-11-02,2018-11-05,first class,NP-18670,Nora Paige,consumer,United States,Saint Louis,Missouri,63116,Central,OFF-PA-10001838,office supplies,paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",547.69,642.69,95.0,1,642.6922031
8019,8022,CA-2015-129189,2015-07-21,2015-07-25,standard class,HM-14860,Harry Marie,corporate,United States,Dallas,Texas,75217,Central,OFF-AP-10000124,office supplies,appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,661.54,987.04,325.5,14,13818.61312
8020,8023,CA-2015-129189,2015-07-21,2015-07-25,standard class,HM-14860,Harry Marie,corporate,United States,Dallas,Texas,75217,Central,OFF-EN-10003567,office supplies,envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" X 13"" , 100/Box",447.38,604.81,157.43,5,3024.02601
8021,8024,CA-2015-129189,2015-07-21,2015-07-25,standard class,HM-14860,Harry Marie,corporate,United States,Dallas,Texas,75217,Central,FUR-CH-10004997,furniture,chairs,Hon Every-Day Series Multi-Task Chairs,587.6,671.19,83.59,10,6711.906037
8022,8025,CA-2015-129189,2015-07-21,2015-07-25,standard class,HM-14860,Harry Marie,corporate,United States,Dallas,Texas,75217,Central,OFF-BI-10000494,office supplies,binders,Acco Economy Flexible Poly Round Ring Binder,330.41,826.21,495.8,9,7435.927607
8023,8026,CA-2016-132465,2016-09-11,2016-09-15,second class,DM-13525,Don Miller,corporate,United States,New York City,New York,10035,East,FUR-FU-10000277,furniture,furnishings,Deflect-O Duramat Antistatic Studded Beveled Mat For Medium Pile Carpeting,761.33,559.06,-202.27,10,5590.610888
8024,8027,CA-2016-132465,2016-09-11,2016-09-15,second class,DM-13525,Don Miller,corporate,United States,New York City,New York,10035,East,OFF-ST-10003641,office supplies,storage,Space Solutions Industrial Galvanized Steel Shelving.,324.51,27.49,-297.03,25,687.1315654
8025,8028,CA-2016-132465,2016-09-11,2016-09-15,second class,DM-13525,Don Miller,corporate,United States,New York City,New York,10035,East,TEC-AC-10001998,technology,accessories,Logitech Ls21 Speaker System - Pc Multimedia - 2.1-Ch - Wired,502.82,162.8,-340.02,19,3093.285806
8026,8029,CA-2016-132465,2016-09-11,2016-09-15,second class,DM-13525,Don Miller,corporate,United States,New York City,New York,10035,East,OFF-ST-10001932,office supplies,storage,Fellowes Staxonsteel Drawer Files,440.83,120.28,-320.55,12,1443.342952
8027,8030,CA-2017-166373,2017-10-21,2017-10-25,standard class,JF-15565,Jill Fjeld,consumer,United States,San Antonio,Texas,78207,Central,TEC-AC-10002323,technology,accessories,Sandisk Ultra 32 Gb Microsdhc Class 10 Memory Card,440.4,903.15,462.75,16,14450.45814
8028,8031,CA-2017-158806,2017-01-07,2017-01-11,standard class,NM-18520,Neoma Murray,consumer,United States,Amarillo,Texas,79109,Central,FUR-FU-10004270,furniture,furnishings,"Executive Impressions 13"" Clairmont Wall Clock",202.4,719.59,517.19,5,3597.949266
8029,8032,CA-2017-158806,2017-01-07,2017-01-11,standard class,NM-18520,Neoma Murray,consumer,United States,Amarillo,Texas,79109,Central,OFF-PA-10004621,office supplies,paper,Xerox 212,43.34,433.55,390.22,24,10405.271
8030,8033,CA-2016-119690,2016-06-25,2016-06-28,first class,MV-17485,Mark Van Huff,consumer,United States,Houston,Texas,77041,Central,OFF-PA-10001019,office supplies,paper,Xerox 1884,673.96,193.24,-480.72,20,3864.701555
8031,8034,CA-2016-119690,2016-06-25,2016-06-28,first class,MV-17485,Mark Van Huff,consumer,United States,Houston,Texas,77041,Central,OFF-BI-10000201,office supplies,binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",673.33,252.99,-420.34,25,6324.808047
8032,8035,CA-2016-119690,2016-06-25,2016-06-28,first class,MV-17485,Mark Van Huff,consumer,United States,Houston,Texas,77041,Central,FUR-FU-10004587,furniture,furnishings,"Ge General Use Halogen Bulbs, 100 Watts, 1 Bulb Per Pack",309.75,465.4,155.66,12,5584.832076
8033,8036,CA-2016-119690,2016-06-25,2016-06-28,first class,MV-17485,Mark Van Huff,consumer,United States,Houston,Texas,77041,Central,OFF-LA-10001613,office supplies,labels,Avery File Folder Labels,667.27,711.1,43.83,3,2133.293651
8034,8037,CA-2016-153738,2016-09-20,2016-09-22,first class,AG-10270,Alejandro Grove,consumer,United States,Lawrence,Massachusetts,1841,East,OFF-BI-10001308,office supplies,binders,Gbc Standard Plastic Binding Systems' Combs,607.55,334.42,-273.13,7,2340.939534
8035,8038,CA-2018-169012,2018-07-10,2018-07-14,standard class,BF-11275,Beth Fritzler,corporate,United States,Columbus,Georgia,31907,South,OFF-AP-10003278,office supplies,appliances,Belkin 7-Outlet Surgemaster Home Series,175.3,319.48,144.18,9,2875.312225
8036,8039,CA-2018-109393,2018-06-30,2018-07-02,second class,JC-15775,John Castell,consumer,United States,Los Angeles,California,90032,West,FUR-BO-10003966,furniture,bookcases,"Sauder Facets Collection Library, Sky Alder Finish",475.21,115.04,-360.18,12,1380.434862
8037,8040,CA-2018-121489,2018-08-21,2018-08-25,second class,CM-11815,Candace Mcmahon,corporate,United States,Seattle,Washington,98115,West,FUR-CH-10004698,furniture,chairs,"Padded Folding Chairs, Black, 4/Carton",911.11,592.44,-318.67,5,2962.185914
8038,8041,CA-2018-121489,2018-08-21,2018-08-25,second class,CM-11815,Candace Mcmahon,corporate,United States,Seattle,Washington,98115,West,OFF-ST-10000025,office supplies,storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,831.98,851.74,19.76,16,13627.84809
8039,8042,CA-2018-121489,2018-08-21,2018-08-25,second class,CM-11815,Candace Mcmahon,corporate,United States,Seattle,Washington,98115,West,TEC-AC-10000682,technology,accessories,Kensington K72356Us Mouse-In-A-Box Usb Desktop Mouse,854.44,865.63,11.19,8,6925.07843
8040,8043,US-2018-133081,2018-03-11,2018-03-15,standard class,PV-18985,Paul Van Hugh,home office,United States,Cambridge,Massachusetts,2138,East,TEC-AC-10001772,technology,accessories,Memorex Mini Travel Drive 16 Gb Usb 2.0 Flash Drive,873.14,169.88,-703.26,14,2378.379123
8041,8044,US-2018-133081,2018-03-11,2018-03-15,standard class,PV-18985,Paul Van Hugh,home office,United States,Cambridge,Massachusetts,2138,East,FUR-FU-10001379,furniture,furnishings,"Executive Impressions 16-1/2"" Circular Wall Clock",656.87,158.94,-497.93,12,1907.268794
8042,8045,CA-2018-165008,2018-09-15,2018-09-17,second class,DO-13645,Doug O'Connell,consumer,United States,Salt Lake City,Utah,84106,West,OFF-BI-10002794,office supplies,binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 Sheets",219.6,864.98,645.38,3,2594.941028
8043,8046,CA-2017-145611,2017-09-20,2017-09-24,standard class,HA-14905,Helen Abelman,consumer,United States,New York City,New York,10035,East,OFF-AP-10001005,office supplies,appliances,Honeywell Quietcare Hepa Air Cleaner,993.94,36.63,-957.31,2,73.26922635
8044,8047,CA-2017-113600,2017-12-15,2017-12-17,second class,SH-20395,Shahid Hopkins,consumer,United States,Cuyahoga Falls,Ohio,44221,East,OFF-BI-10000201,office supplies,binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",195.23,65.74,-129.49,20,1314.87269
8045,8048,CA-2018-130834,2018-11-03,2018-11-06,second class,JM-16195,Justin Mackendrick,consumer,United States,Wilmington,North Carolina,28403,South,OFF-PA-10003673,office supplies,paper,Strathmore Photo Mount Cards,555.42,205.9,-349.52,23,4735.641324
8046,8049,CA-2017-168543,2017-07-03,2017-07-07,standard class,DK-13225,Dean Katz,corporate,United States,New York City,New York,10035,East,OFF-AP-10000938,office supplies,appliances,Avanti 1.7 Cu. Ft. Refrigerator,179.89,722.55,542.66,20,14451.00907
8047,8050,CA-2015-144974,2015-09-26,2015-09-30,standard class,CM-12715,Craig Molinari,corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003274,office supplies,binders,"Avery Durable Slant Ring Binders, No Labels",482.22,323.91,-158.31,14,4534.761752
8048,8051,CA-2015-144974,2015-09-26,2015-09-30,standard class,CM-12715,Craig Molinari,corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001095,furniture,furnishings,Dax Black Cherry Wood-Tone Poster Frame,183.64,112.86,-70.78,18,2031.525313
8049,8052,CA-2015-144974,2015-09-26,2015-09-30,standard class,CM-12715,Craig Molinari,corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AP-10001492,office supplies,appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",616.03,47.57,-568.46,1,47.57039856
8050,8053,CA-2015-109904,2015-07-14,2015-07-17,second class,BF-10975,Barbara Fisher,corporate,United States,New York City,New York,10009,East,OFF-AR-10004999,office supplies,art,Newell 315,800.35,617.45,-182.91,25,15436.16948
8051,8054,CA-2018-152205,2018-09-28,2018-10-05,standard class,SF-20965,Sylvia Foulston,corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004094,office supplies,binders,Gbc Standard Plastic Binding Systems Combs,251.46,557.03,305.57,21,11697.55327
8052,8055,CA-2016-121188,2016-08-28,2016-09-04,standard class,CB-12025,Cassandra Brandow,consumer,United States,Los Angeles,California,90049,West,OFF-ST-10001490,office supplies,storage,"Hot File 7-Pocket, Floor Stand",717.47,844.33,126.86,4,3377.324015
8053,8056,CA-2016-121188,2016-08-28,2016-09-04,standard class,CB-12025,Cassandra Brandow,consumer,United States,Los Angeles,California,90049,West,FUR-BO-10004695,furniture,bookcases,O'Sullivan 2-Door Barrister Bookcase In Odessa Pine,660.35,49.51,-610.85,5,247.5325079
8054,8057,CA-2016-121188,2016-08-28,2016-09-04,standard class,CB-12025,Cassandra Brandow,consumer,United States,Los Angeles,California,90049,West,OFF-ST-10000736,office supplies,storage,Carina Double Wide Media Storage Towers In Natural & Black,922.26,124.8,-797.46,21,2620.821478
8055,8058,CA-2016-121188,2016-08-28,2016-09-04,standard class,CB-12025,Cassandra Brandow,consumer,United States,Los Angeles,California,90049,West,OFF-BI-10001617,office supplies,binders,Gbc Wire Binding Combs,722.44,121.94,-600.5,13,1585.222437
8056,8059,CA-2016-121188,2016-08-28,2016-09-04,standard class,CB-12025,Cassandra Brandow,consumer,United States,Los Angeles,California,90049,West,TEC-PH-10003589,technology,phones,Invisibleshield By Zagg Smudge-Free Screen Protector,113.89,433.84,319.96,14,6073.810937
8057,8060,CA-2016-121188,2016-08-28,2016-09-04,standard class,CB-12025,Cassandra Brandow,consumer,United States,Los Angeles,California,90049,West,FUR-FU-10003981,furniture,furnishings,Eldon Wave Desk Accessories,254.14,612.34,358.21,3,1837.030941
8058,8061,CA-2016-156013,2016-09-20,2016-09-26,standard class,TC-20980,Tamara Chand,corporate,United States,Long Beach,New York,11561,East,OFF-PA-10001970,office supplies,paper,Xerox 1881,556.76,750.52,193.76,24,18012.46293
8059,8062,CA-2016-156013,2016-09-20,2016-09-26,standard class,TC-20980,Tamara Chand,corporate,United States,Long Beach,New York,11561,East,OFF-BI-10002437,office supplies,binders,Recycled Premium Regency Composition Covers,769.01,778.9,9.89,6,4673.411272
8060,8063,CA-2017-132997,2017-11-07,2017-11-09,first class,LW-17215,Luke Weiss,consumer,United States,Rochester,New York,14609,East,TEC-PH-10000586,technology,phones,At&T Sb67148 Synj,516.96,655.42,138.47,8,5243.394856
8061,8064,CA-2017-132997,2017-11-07,2017-11-09,first class,LW-17215,Luke Weiss,consumer,United States,Rochester,New York,14609,East,TEC-PH-10003811,technology,phones,Jabra Supreme Plus Driver Edition Headset,329.81,653.75,323.94,7,4576.269111
8062,8065,CA-2017-132997,2017-11-07,2017-11-09,first class,LW-17215,Luke Weiss,consumer,United States,Rochester,New York,14609,East,OFF-PA-10004983,office supplies,paper,Xerox 23,668.81,922.15,253.35,9,8299.365501
8063,8066,CA-2017-132997,2017-11-07,2017-11-09,first class,LW-17215,Luke Weiss,consumer,United States,Rochester,New York,14609,East,OFF-ST-10003479,office supplies,storage,"Eldon Base For Stackable Storage Shelf, Platinum",221.97,153.17,-68.79,22,3369.807605
8064,8067,CA-2017-132997,2017-11-07,2017-11-09,first class,LW-17215,Luke Weiss,consumer,United States,Rochester,New York,14609,East,OFF-BI-10004318,office supplies,binders,Ibico Eb-19 Dual Function Manual Binding System,906.01,471.96,-434.06,20,9439.128527
8065,8068,US-2016-160563,2016-10-20,2016-10-24,standard class,NS-18640,Noel Staavos,corporate,United States,San Francisco,California,94109,West,TEC-AC-10002567,technology,accessories,Logitech G602 Wireless Gaming Mouse,517.67,521.65,3.98,9,4694.862056
8066,8069,US-2016-160563,2016-10-20,2016-10-24,standard class,NS-18640,Noel Staavos,corporate,United States,San Francisco,California,94109,West,FUR-FU-10001731,furniture,furnishings,Acrylic Self-Standing Desk Frames,634.22,455.86,-178.36,24,10940.56983
8067,8070,CA-2018-151750,2018-01-01,2018-01-05,standard class,JM-15250,Janet Martin,consumer,United States,Huntsville,Texas,77340,Central,OFF-ST-10002743,office supplies,storage,Safco Boltless Steel Shelving,211.71,370.69,158.98,1,370.69077
8068,8071,CA-2018-151750,2018-01-01,2018-01-05,standard class,JM-15250,Janet Martin,consumer,United States,Huntsville,Texas,77340,Central,FUR-FU-10002116,furniture,furnishings,"Tenex Carpeted, Granite-Look Or Clear Contemporary Contour Shape Chair Mats",967.45,888.86,-78.59,6,5333.13943
8069,8072,CA-2018-151750,2018-01-01,2018-01-05,standard class,JM-15250,Janet Martin,consumer,United States,Huntsville,Texas,77340,Central,FUR-CH-10003199,furniture,chairs,Office Star - Contemporary Task Swivel Chair,971.45,525.71,-445.75,23,12091.29084
8070,8073,CA-2018-151750,2018-01-01,2018-01-05,standard class,JM-15250,Janet Martin,consumer,United States,Huntsville,Texas,77340,Central,OFF-AR-10003158,office supplies,art,Fluorescent Highlighters By Dixon,606.84,445.04,-161.81,10,4450.36653
8071,8074,CA-2018-151750,2018-01-01,2018-01-05,standard class,JM-15250,Janet Martin,consumer,United States,Huntsville,Texas,77340,Central,OFF-BI-10000301,office supplies,binders,Gbc Instant Report Kit,223.04,844.63,621.59,11,9290.946969
8072,8075,CA-2018-151750,2018-01-01,2018-01-05,standard class,JM-15250,Janet Martin,consumer,United States,Huntsville,Texas,77340,Central,OFF-BI-10000343,office supplies,binders,"Pressboard Covers With Storage Hooks, 9 1/2"" X 11"", Light Blue",168.93,49.41,-119.53,16,790.4840179
8073,8076,CA-2018-151750,2018-01-01,2018-01-05,standard class,JM-15250,Janet Martin,consumer,United States,Huntsville,Texas,77340,Central,OFF-AP-10004708,office supplies,appliances,Fellowes Superior 10 Outlet Split Surge Protector,376.76,961.92,585.17,9,8657.317365
8074,8077,CA-2016-106187,2016-06-23,2016-06-29,standard class,RF-19345,Randy Ferguson,corporate,United States,East Point,Georgia,30344,South,FUR-FU-10000794,furniture,furnishings,"Eldon Stackable Tray, Side-Load, Legal, Smoke",424.37,471.29,46.92,4,1885.147247
8075,8078,CA-2016-106187,2016-06-23,2016-06-29,standard class,RF-19345,Randy Ferguson,corporate,United States,East Point,Georgia,30344,South,OFF-BI-10004519,office supplies,binders,Gbc Docubind P100 Manual Binding Machine,394.7,375.85,-18.85,11,4134.30094
8076,8079,CA-2016-106187,2016-06-23,2016-06-29,standard class,RF-19345,Randy Ferguson,corporate,United States,East Point,Georgia,30344,South,TEC-AC-10001590,technology,accessories,Dell Slim Usb Multimedia Keyboard,327.5,539.45,211.95,22,11867.97549
8077,8080,US-2017-164945,2017-11-22,2017-11-27,standard class,CA-12055,Cathy Armstrong,home office,United States,New York City,New York,10009,East,OFF-BI-10001524,office supplies,binders,Gbc Premium Transparent Covers With Diagonal Lined Pattern,723.42,131.62,-591.79,21,2764.094603
8078,8081,CA-2016-150714,2016-10-26,2016-11-01,standard class,KH-16690,Kristen Hastings,corporate,United States,Springfield,Oregon,97477,West,OFF-LA-10001474,office supplies,labels,Avery 477,617.25,325.67,-291.58,10,3256.724326
8079,8082,CA-2016-150714,2016-10-26,2016-11-01,standard class,KH-16690,Kristen Hastings,corporate,United States,Springfield,Oregon,97477,West,OFF-PA-10001497,office supplies,paper,Xerox 1914,173.24,336.67,163.43,15,5050.055495
8080,8083,CA-2016-150714,2016-10-26,2016-11-01,standard class,KH-16690,Kristen Hastings,corporate,United States,Springfield,Oregon,97477,West,OFF-AP-10003287,office supplies,appliances,Tripp Lite Tlp810Net Broadband Surge For Modem/Fax,586.9,870.92,284.02,15,13063.86895
8081,8084,CA-2016-150714,2016-10-26,2016-11-01,standard class,KH-16690,Kristen Hastings,corporate,United States,Springfield,Oregon,97477,West,OFF-BI-10002982,office supplies,binders,Avery Self-Adhesive Photo Pockets For Polaroid Photos,935.7,705.76,-229.94,3,2117.267519
8082,8085,CA-2016-150714,2016-10-26,2016-11-01,standard class,KH-16690,Kristen Hastings,corporate,United States,Springfield,Oregon,97477,West,OFF-ST-10001809,office supplies,storage,Fellowes Officeware Wire Shelving,931.62,783.1,-148.52,20,15662.03653
8083,8086,CA-2017-105753,2017-10-20,2017-10-26,standard class,LC-16960,Lindsay Castell,home office,United States,Arlington,Virginia,22204,South,FUR-FU-10000246,furniture,furnishings,Aluminum Document Frame,310.3,439.5,129.2,11,4834.493301
8084,8087,CA-2018-120894,2018-04-28,2018-05-02,standard class,JL-15130,Jack Lebron,consumer,United States,Wilmington,North Carolina,28403,South,OFF-AP-10000252,office supplies,appliances,Harmony Hepa Quiet Air Purifiers,652.56,865.4,212.84,16,13846.40057
8085,8088,CA-2017-106621,2017-09-29,2017-10-01,second class,DM-12955,Dario Medina,corporate,United States,Yuma,Arizona,85364,West,OFF-AR-10002375,office supplies,art,Newell 351,586.84,45.46,-541.38,1,45.45731495
8086,8089,CA-2016-107020,2016-07-10,2016-07-14,standard class,MV-18190,Mike Vittorini,consumer,United States,San Bernardino,California,92404,West,OFF-BI-10003719,office supplies,binders,Large Capacity Hanging Post Binders,405.56,495.55,89.99,21,10406.46621
8087,8090,US-2016-117492,2016-08-07,2016-08-09,first class,NS-18640,Noel Staavos,corporate,United States,Baltimore,Maryland,21215,East,OFF-AP-10001492,office supplies,appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",195.12,745.59,550.47,17,12675.04595
8088,8091,CA-2015-101392,2015-12-07,2015-12-13,standard class,AS-10630,Ann Steele,home office,United States,Seattle,Washington,98103,West,OFF-ST-10000532,office supplies,storage,Advantus Rolling Drawer Organizers,827.87,805.63,-22.24,13,10473.18495
8089,8092,CA-2016-127502,2016-12-10,2016-12-14,standard class,MT-17815,Meg Tillman,consumer,United States,San Francisco,California,94110,West,OFF-LA-10001613,office supplies,labels,Avery File Folder Labels,63.49,175.94,112.46,9,1583.477071
8090,8093,CA-2018-143658,2018-11-08,2018-11-13,second class,SR-20425,Sharelle Roach,home office,United States,New York City,New York,10035,East,OFF-AR-10002818,office supplies,art,Panasonic Kp-310 Heavy-Duty Electric Pencil Sharpener,888.22,738.34,-149.88,6,4430.038637
8091,8094,CA-2018-133046,2018-07-27,2018-08-01,second class,DK-13375,Dennis Kane,consumer,United States,Seattle,Washington,98115,West,FUR-FU-10001940,furniture,furnishings,Staple-Based Wall Hangings,667.4,907.92,240.52,23,20882.08535
8092,8095,CA-2018-133046,2018-07-27,2018-08-01,second class,DK-13375,Dennis Kane,consumer,United States,Seattle,Washington,98115,West,OFF-PA-10003883,office supplies,paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",744.73,948.98,204.25,2,1897.963535
8093,8096,CA-2018-133046,2018-07-27,2018-08-01,second class,DK-13375,Dennis Kane,consumer,United States,Seattle,Washington,98115,West,OFF-PA-10002787,office supplies,paper,Xerox 227,734.6,344.57,-390.04,9,3101.11418
8094,8097,CA-2018-133046,2018-07-27,2018-08-01,second class,DK-13375,Dennis Kane,consumer,United States,Seattle,Washington,98115,West,TEC-AC-10000991,technology,accessories,Sony Micro Vault Click 8 Gb Usb 2.0 Flash Drive,175.46,709.7,534.24,2,1419.401689
8095,8098,CA-2018-122798,2018-12-28,2019-01-01,standard class,SV-20935,Susan Vittorini,consumer,United States,Albuquerque,New Mexico,87105,West,OFF-ST-10003058,office supplies,storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,902.69,757.92,-144.77,5,3789.575025
8096,8099,CA-2018-122798,2018-12-28,2019-01-01,standard class,SV-20935,Susan Vittorini,consumer,United States,Albuquerque,New Mexico,87105,West,OFF-PA-10004239,office supplies,paper,Xerox 1953,806.03,142.69,-663.34,6,856.156094
8097,8100,CA-2017-169663,2017-03-10,2017-03-13,first class,RH-19510,Rick Huthwaite,home office,United States,Los Angeles,California,90045,West,TEC-AC-10003038,technology,accessories,Kingston Digital Datatraveler 16Gb Usb 2.0,305.97,631.68,325.71,6,3790.052016
8098,8101,CA-2017-169663,2017-03-10,2017-03-13,first class,RH-19510,Rick Huthwaite,home office,United States,Los Angeles,California,90045,West,TEC-MA-10000984,technology,machines,Okidata Mb760 Printer,554.0,413.33,-140.67,25,10333.23948
8099,8102,CA-2016-149846,2016-05-22,2016-05-26,standard class,SB-20185,Sarah Brown,consumer,United States,Los Angeles,California,90045,West,OFF-LA-10004484,office supplies,labels,Avery 476,119.33,845.63,726.3,19,16066.95991
8100,8103,CA-2016-149846,2016-05-22,2016-05-26,standard class,SB-20185,Sarah Brown,consumer,United States,Los Angeles,California,90045,West,TEC-MA-10004002,technology,machines,Zebra Gx420T Direct Thermal/Thermal Transfer Printer,819.9,506.23,-313.68,10,5062.256883
8101,8104,CA-2016-149846,2016-05-22,2016-05-26,standard class,SB-20185,Sarah Brown,consumer,United States,Los Angeles,California,90045,West,OFF-ST-10002406,office supplies,storage,Pizazz Global Quick File,491.05,34.27,-456.78,8,274.1376438
8102,8105,CA-2016-149846,2016-05-22,2016-05-26,standard class,SB-20185,Sarah Brown,consumer,United States,Los Angeles,California,90045,West,TEC-PH-10003645,technology,phones,Aastra 57I Voip Phone,137.39,2.12,-135.27,16,33.98143308
8103,8106,CA-2018-159149,2018-02-17,2018-02-19,first class,CR-12820,Cyra Reiten,home office,United States,Houston,Texas,77041,Central,FUR-BO-10001601,furniture,bookcases,"Sauder Mission Library With Doors, Fruitwood Finish",389.01,255.51,-133.51,6,1533.038837
8104,8107,CA-2018-159149,2018-02-17,2018-02-19,first class,CR-12820,Cyra Reiten,home office,United States,Houston,Texas,77041,Central,OFF-AR-10000937,office supplies,art,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",727.47,111.33,-616.13,8,890.6677243
8105,8108,CA-2018-159149,2018-02-17,2018-02-19,first class,CR-12820,Cyra Reiten,home office,United States,Houston,Texas,77041,Central,TEC-PH-10000038,technology,phones,Jawbone Mini Jambox Wireless Bluetooth Speaker,715.38,719.64,4.26,3,2158.927074
